training_iteration,timestamp,iterations_since_restore,episode_reward_max,hostname,custom_metrics,timesteps_total,experiment_id,done,num_metric_batches_dropped,time_total_s,config,episodes_this_iter,episode_reward_min,timesteps_since_restore,timesteps_this_iter,node_ip,info,time_this_iter_s,episode_reward_mean,time_since_restore,date,pid,policy_reward_mean,episode_len_mean,episodes_total
1,1756724098,1,-471.03117697810507,cda-server-6,{},1200,68f417a47705441886ce02c0f1e5e593,False,0,174.40645933151245,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,1200,1200,10.157.146.6,"{'load_time_ms': 28.448, 'update_time_ms': 152.036, 'default': {'cur_kl_coeff': 0.20000000298023224, 'kl': 0.03213520348072052, 'policy_loss': -0.19636067748069763, 'entropy': 35.47768783569336, 'vf_loss': 39595.08203125, 'total_loss': 39594.890625, 'vf_explained_var': 0.0011332101421430707, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 1200, 'grad_time_ms': 510.952, 'sample_time_ms': 173659.465, 'num_steps_sampled': 1200}",174.40645933151245,-480.38748913021203,174.40645933151245,2025-09-01_12-54-58,2690856,{},100.0,12
2,1756724269,2,-467.3518356309086,cda-server-6,{},2400,68f417a47705441886ce02c0f1e5e593,False,0,344.58906173706055,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,2400,1200,10.157.146.6,"{'load_time_ms': 14.794, 'update_time_ms': 77.852, 'default': {'cur_kl_coeff': 0.30000001192092896, 'kl': 0.031112436205148697, 'policy_loss': -0.2086181342601776, 'entropy': 35.46924591064453, 'vf_loss': 37815.671875, 'total_loss': 37815.46875, 'vf_explained_var': 0.000803828239440918, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 2400, 'grad_time_ms': 383.769, 'sample_time_ms': 171787.117, 'num_steps_sampled': 2400}",170.1826024055481,-477.5005450913382,344.58906173706055,2025-09-01_12-57-49,2690856,{},100.0,24
3,1756724439,3,-456.8884860688928,cda-server-6,{},3600,68f417a47705441886ce02c0f1e5e593,False,0,514.7951285839081,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,3600,1200,10.157.146.6,"{'load_time_ms': 10.261, 'update_time_ms': 52.568, 'default': {'cur_kl_coeff': 0.44999995827674866, 'kl': 0.02990799769759178, 'policy_loss': -0.21518206596374512, 'entropy': 35.46852111816406, 'vf_loss': 37739.37109375, 'total_loss': 37739.171875, 'vf_explained_var': 0.0026417640037834644, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 3600, 'grad_time_ms': 363.762, 'sample_time_ms': 171149.321, 'num_steps_sampled': 3600}",170.20606684684753,-478.52112187328777,514.7951285839081,2025-09-01_13-00-39,2690856,{},100.0,36
4,1756724616,4,-456.8884860688928,cda-server-6,{},4800,68f417a47705441886ce02c0f1e5e593,False,0,692.2017047405243,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,4800,1200,10.157.146.6,"{'load_time_ms': 7.92, 'update_time_ms': 40.09, 'default': {'cur_kl_coeff': 0.675000011920929, 'kl': 0.026759879663586617, 'policy_loss': -0.20667649805545807, 'entropy': 35.426048278808594, 'vf_loss': 36034.1796875, 'total_loss': 36033.9921875, 'vf_explained_var': -0.0033563508186489344, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 4800, 'grad_time_ms': 350.672, 'sample_time_ms': 172633.458, 'num_steps_sampled': 4800}",177.4065761566162,-477.82799517681514,692.2017047405243,2025-09-01_13-03-36,2690856,{},100.0,48
5,1756724795,5,-456.8884860688928,cda-server-6,{},6000,68f417a47705441886ce02c0f1e5e593,False,0,870.6254413127899,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,6000,1200,10.157.146.6,"{'load_time_ms': 6.504, 'update_time_ms': 32.498, 'default': {'cur_kl_coeff': 1.0125000476837158, 'kl': 0.02301151305437088, 'policy_loss': -0.1902148574590683, 'entropy': 35.48997116088867, 'vf_loss': 34794.96875, 'total_loss': 34794.80078125, 'vf_explained_var': 0.00021035141253378242, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 6000, 'grad_time_ms': 345.687, 'sample_time_ms': 173724.558, 'num_steps_sampled': 6000}",178.42373657226562,-476.88216899756094,870.6254413127899,2025-09-01_13-06-35,2690856,{},100.0,60
6,1756724970,6,-456.8884860688928,cda-server-6,{},7200,68f417a47705441886ce02c0f1e5e593,False,0,1045.6239194869995,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,7200,1200,10.157.146.6,"{'load_time_ms': 5.548, 'update_time_ms': 27.607, 'default': {'cur_kl_coeff': 1.5187499523162842, 'kl': 0.019279662519693375, 'policy_loss': -0.20399652421474457, 'entropy': 35.38678741455078, 'vf_loss': 34581.5234375, 'total_loss': 34581.3515625, 'vf_explained_var': -0.007899231277406216, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 7200, 'grad_time_ms': 339.609, 'sample_time_ms': 173883.952, 'num_steps_sampled': 7200}",174.9984781742096,-476.84231345806376,1045.6239194869995,2025-09-01_13-09-30,2690856,{},100.0,72
7,1756725142,7,-456.8884860688928,cda-server-6,{},8400,68f417a47705441886ce02c0f1e5e593,False,0,1217.4950246810913,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-523.7309961076936,8400,1200,10.157.146.6,"{'load_time_ms': 4.887, 'update_time_ms': 24.025, 'default': {'cur_kl_coeff': 1.5187499523162842, 'kl': 0.018675878643989563, 'policy_loss': -0.1899290829896927, 'entropy': 35.41827392578125, 'vf_loss': 33630.5078125, 'total_loss': 33630.34765625, 'vf_explained_var': -0.00565811013802886, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 8400, 'grad_time_ms': 342.99, 'sample_time_ms': 173543.23, 'num_steps_sampled': 8400}",171.8711051940918,-476.17855336195436,1217.4950246810913,2025-09-01_13-12-22,2690856,{},100.0,84
8,1756725320,8,-456.8884860688928,cda-server-6,{},9600,68f417a47705441886ce02c0f1e5e593,False,0,1395.5092215538025,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-818.194879002639,9600,1200,10.157.146.6,"{'load_time_ms': 4.403, 'update_time_ms': 21.359, 'default': {'cur_kl_coeff': 1.5187499523162842, 'kl': 0.01675763539969921, 'policy_loss': -0.1792718768119812, 'entropy': 35.44619369506836, 'vf_loss': 39606.09765625, 'total_loss': 39605.9453125, 'vf_explained_var': -0.007659104187041521, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 9600, 'grad_time_ms': 346.619, 'sample_time_ms': 174054.465, 'num_steps_sampled': 9600}",178.01419687271118,-480.3021771786307,1395.5092215538025,2025-09-01_13-15-20,2690856,{},100.0,96
9,1756725495,9,-456.8884860688928,cda-server-6,{},10800,68f417a47705441886ce02c0f1e5e593,False,0,1570.8437502384186,"{'horizon': 100, 'kl_target': 0.01, 'tf_session_args': {'device_count': {'CPU': 1}, 'inter_op_parallelism_threads': 2, 'intra_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'allow_soft_placement': True, 'log_device_placement': False}, 'output': None, 'log_level': 'INFO', 'callbacks': {'on_sample_end': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_end': None, 'on_episode_start': None}, 'batch_mode': 'truncate_episodes', 'sample_async': False, 'observation_filter': 'MeanStdFilter', 'env_config': {'run_valid': False, 'generalize': True}, 'compress_observations': False, 'sample_batch_size': 200, 'straggler_mitigation': False, 'entropy_coeff': 0.0, 'output_max_file_size': 67108864, 'vf_share_layers': False, 'vf_clip_param': 10.0, 'optimizer': {}, 'monitor': False, 'input': 'sampler', 'postprocess_inputs': False, 'use_gae': True, 'grad_clip': None, 'input_evaluation': None, 'clip_param': 0.3, 'multiagent': {'policies_to_train': None, 'policy_mapping_fn': None, 'policy_graphs': {}}, 'simple_optimizer': False, 'num_gpus': 0, 'preprocessor_pref': 'deepmind', 'model': {'custom_model': None, 'lstm_use_prev_action_reward': False, 'squash_to_range': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'dim': 84, 'use_lstm': False, 'custom_options': {}, 'grayscale': False, 'conv_filters': None, 'fcnet_activation': 'tanh', 'custom_preprocessor': None, 'framestack': True, 'conv_activation': 'relu', 'zero_mean': True, 'free_log_std': False, 'fcnet_hiddens': [128, 128, 128]}, 'lambda': 1.0, 'lr_schedule': None, 'num_cpus_for_driver': 1, 'lr': 5e-05, 'num_gpus_per_worker': 0, 'num_sgd_iter': 30, 'env': 'LEDRO_D_FC45', 'num_envs_per_worker': 1, 'kl_coeff': 0.2, 'output_compress_columns': ['obs', 'new_obs'], 'vf_loss_coeff': 1.0, 'train_batch_size': 1200, 'num_workers': 6, 'clip_actions': True, 'clip_rewards': None, 'custom_resources_per_worker': {}, 'num_cpus_per_worker': 1, 'collect_metrics_timeout': 180, 'gamma': 0.99, 'sgd_minibatch_size': 128, 'synchronize_filters': True, 'local_evaluator_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}}",12,-818.194879002639,10800,1200,10.157.146.6,"{'load_time_ms': 3.997, 'update_time_ms': 19.281, 'default': {'cur_kl_coeff': 1.5187499523162842, 'kl': 0.019143756479024887, 'policy_loss': -0.20927077531814575, 'entropy': 35.36808395385742, 'vf_loss': 32388.24609375, 'total_loss': 32388.0703125, 'vf_explained_var': -0.003006113925948739, 'cur_lr': 4.999999873689376e-05}, 'num_steps_trained': 10800, 'grad_time_ms': 347.726, 'sample_time_ms': 174156.185, 'num_steps_sampled': 10800}",175.3345286846161,-479.40887912626056,1570.8437502384186,2025-09-01_13-18-15,2690856,{},100.0,108
